rating,date,variation,verified_reviews,feedback,cleaned_reviews,sentiment_score,sentiment_label,label
5,29-Jul-18,Sandstone Fabric ,"I love my Echo show!  and now i have this in my bedroom and it's wonderful!, music, info, sleeping sounds!",1,i love my echo show  and now i have this in my bedroom and its wonderful music info sleeping sounds,0.836,Positive,1
5,29-Jul-18,Sandstone Fabric ,"Awesome life changer! Seriously, I am able to start my morning with Alexa, by having her &#34;wake&#34;me up with  her alarm and then playing me some music. She has gotten used to my voice, that I can be in another room and she will &#34;listen&#34; to what I say. I love both my echos!!! Don't hesitate, get one and for the price, the speaker is unbelievable. I am buying the cordless holder, so I can take the echo anywhere. Love my purchase and love alexa!!!!",1,awesome life changer seriously i am able to start my morning with alexa by having her wakeme up with  her alarm and then playing me some music she has gotten used to my voice that i can be in another room and she will listen to what i say i love both my echos dont hesitate get one and for the price the speaker is unbelievable i am buying the cordless holder so i can take the echo anywhere love my purchase and love alexa,0.9585,Positive,1
2,29-Jul-18,Sandstone Fabric ,"I am not super impressed with Alexa. When my Prime lapsed, she wouldn't play anything. She isn't smart enough to differentiate among spotify accounts so we can't use it for that either. She randomly speaks up when nobody is talking to her. Just today I unplugged her...not sure I'll ever use my Alexa again.",0,i am not super impressed with alexa when my prime lapsed she wouldnt play anything she isnt smart enough to differentiate among spotify accounts so we cant use it for that either she randomly speaks up when nobody is talking to her just today i unplugged hernot sure ill ever use my alexa again,-0.8589,Negative,0
5,29-Jul-18,Charcoal Fabric ,I like everything about it !!!,1,i like everything about it ,0.3612,Positive,1
5,29-Jul-18,Heather Gray Fabric ,Liked 100%,1,liked ,0.4215,Positive,1
5,29-Jul-18,Charcoal Fabric ,Never had ANY issue with buying use electronics as long as I get the GOOD or LIKE NEW. Just read the comment to see why it is used.,1,never had any issue with buying use electronics as long as i get the good or like new just read the comment to see why it is used,0.6597,Positive,1
5,29-Jul-18,Charcoal Fabric ,Our family really loves this new Echo,1,our family really loves this new echo,0.6115,Positive,1
5,29-Jul-18,Heather Gray Fabric ,bought for my wife she loves it,1,bought for my wife she loves it,0.5719,Positive,1
5,29-Jul-18,Charcoal Fabric ,Fun just got it today now my I pod will go in my car and I will use this is the house.,1,fun just got it today now my i pod will go in my car and i will use this is the house,0.5106,Positive,1
4,29-Jul-18,Sandstone Fabric ,Like it to do more,1,like it to do more,0.3612,Positive,1
5,29-Jul-18,Sandstone Fabric ,"This is our third echo. Worth every penny. It's like having 3 household employees for a small flat rate. We keep them in the bedrooms and the living room. We can drop-in and use them as an intercom, listen to music, answer quick questions, alarms to wake up for school, etc.",1,this is our third echo worth every penny its like having  household employees for a small flat rate we keep them in the bedrooms and the living room we can dropin and use them as an intercom listen to music answer quick questions alarms to wake up for school etc,0.3182,Positive,1
5,29-Jul-18,Charcoal Fabric ,Listen music and set timer,1,listen music and set timer,0.0,Neutral,2
5,29-Jul-18,Sandstone Fabric ,I received the echo in perfect condition. The device was easy to set up and responds quickly and without any issues. Alexa is a great addition to our family!,1,i received the echo in perfect condition the device was easy to set up and responds quickly and without any issues alexa is a great addition to our family,0.8934,Positive,1
5,29-Jul-18,Charcoal Fabric ,Good sound. Like it for music and scheduling. Like that i can get random thoughts recorded while I think about them. The jokes are cute!,1,good sound like it for music and scheduling like that i can get random thoughts recorded while i think about them the jokes are cute,0.8979,Positive,1
5,29-Jul-18,Charcoal Fabric ,Purchased this for myself and am just beginning to learn all that it can do.  So far am very pleased and amazed at the different actions it can perform.  Am enjoying it and looking forward to learning more about other options it provides.,1,purchased this for myself and am just beginning to learn all that it can do  so far am very pleased and amazed at the different actions it can perform  am enjoying it and looking forward to learning more about other options it provides,0.8766,Positive,1
5,29-Jul-18,Sandstone Fabric ,"This echo is just as great as my others, even though it is smaller.",1,this echo is just as great as my others even though it is smaller,0.6249,Positive,1
5,29-Jul-18,Charcoal Fabric ,Funny how you buy something just because it looks fun and it winds up being a totally useful part of your home!!!  Loving it!!,1,funny how you buy something just because it looks fun and it winds up being a totally useful part of your home  loving it,0.923,Positive,1
3,29-Jul-18,Charcoal Fabric ,"I bought this to replace a &#34;Dot&#34; in my living room. Speaker is slightly better. It hears me better over the TV. Unfortunately, it doesn't understand or respond to my requests as well as the Dot. I frequently have to request 2 or 3 times to get it to do what I want. The Dot usually does exactly what I want on the first request. I don't consider it an upgrade.",1,i bought this to replace a dot in my living room speaker is slightly better it hears me better over the tv unfortunately it doesnt understand or respond to my requests as well as the dot i frequently have to request  or  times to get it to do what i want the dot usually does exactly what i want on the first request i dont consider it an upgrade,0.701,Positive,1
5,29-Jul-18,Charcoal Fabric ,"I have had all good experience, so far with the second generation Echo. There are so many more things to learn, but I have not had the time yet. Right now, I am mostly enjoying the music, weather updates, using the alarm feature, and her personality. I have also purchased some mini smart socket yes. I am very excited to begin using them",1,i have had all good experience so far with the second generation echo there are so many more things to learn but i have not had the time yet right now i am mostly enjoying the music weather updates using the alarm feature and her personality i have also purchased some mini smart socket yes i am very excited to begin using them,0.9336,Positive,1
5,29-Jul-18,Charcoal Fabric ,"I’m having trouble connecting my tv to it, but I’m not exactly tech smart. I’m sure one of my grandsons will figure it out for me. So far I’ve been using it mostly for music.",1,im having trouble connecting my tv to it but im not exactly tech smart im sure one of my grandsons will figure it out for me so far ive been using it mostly for music,-0.1991,Negative,0
5,29-Jul-18,Charcoal Fabric ,Simply love my Echo. I hardly watch any TV at all anymore. I'm too busy listening to music. Speaker is pretty goo for its size. All the fun skills really make the echo fun for my whole family.,1,simply love my echo i hardly watch any tv at all anymore im too busy listening to music speaker is pretty goo for its size all the fun skills really make the echo fun for my whole family,0.9325,Positive,1
5,29-Jul-18,Charcoal Fabric ,Enjoyed entire echo experience,1,enjoyed entire echo experience,0.5106,Positive,1
4,29-Jul-18,Charcoal Fabric ,Easy to set up.,1,easy to set up,0.4404,Positive,1
4,29-Jul-18,Charcoal Fabric ,"The Echo is an amazing device.  Many times it seems very intuitive.  But at other times I ask for something that seems clear and simple and get no result.  Installation was fairly straightforward, but I messed up several times simply because I thought a step was complete when it wasn't.  This actually made me lose ground until I figured that out.  My advice is to be patient; the app will let you know when you can move on to the next step.My biggest issue of the moment is that we have several Echo devices in our home and I would like to use them as intercoms (which I am told can be done).  However, I can't make any of the Echos aware of the others existence.  When I ask Alexa how to do this she answers about instructions how to change her name.  I know this is likely my fault, but I would think the designers would anticipate this and make it easier to find the needed instructions.  A small deal for many device savvy people, but a challenge for me.",1,the echo is an amazing device  many times it seems very intuitive  but at other times i ask for something that seems clear and simple and get no result  installation was fairly straightforward but i messed up several times simply because i thought a step was complete when it wasnt  this actually made me lose ground until i figured that out  my advice is to be patient the app will let you know when you can move on to the next stepmy biggest issue of the moment is that we have several echo devices in our home and i would like to use them as intercoms which i am told can be done  however i cant make any of the echos aware of the others existence  when i ask alexa how to do this she answers about instructions how to change her name  i know this is likely my fault but i would think the designers would anticipate this and make it easier to find the needed instructions  a small deal for many device savvy people but a challenge for me,0.0516,Positive,1
5,29-Jul-18,Heather Gray Fabric ,We are loving Ours very much,1,we are loving ours very much,0.5994,Positive,1
5,29-Jul-18,Heather Gray Fabric ,"I have the original Alexa and the Tap and so far the 2nd generation is the best. I'm happy to see they are making improvements with each new one.It would be great to have updates to our little A.I.'s, I think it would help out a lot with the bugs in it. All in all I am very happy with her and I can now play music throughout the whole house and adjust the bass and treble. Thank you",1,i have the original alexa and the tap and so far the nd generation is the best im happy to see they are making improvements with each new oneit would be great to have updates to our little ais i think it would help out a lot with the bugs in it all in all i am very happy with her and i can now play music throughout the whole house and adjust the bass and treble thank you,0.9802,Positive,1
5,29-Jul-18,Charcoal Fabric ,"Very pleased with the Echo 2nd Generation. It is so nice to have Alexa available for music, weather, news, and probably a lot more we haven’t discovered.",1,very pleased with the echo nd generation it is so nice to have alexa available for music weather news and probably a lot more we havent discovered,0.7788,Positive,1
4,29-Jul-18,Heather Gray Fabric ,"I am pleasantly surprised by the sound quality of the Echo. If you are a big fan of deep bass, this might not be sufficient for you though. The potential to control your home is an option I will explore more as I evolve my home into a ""smart home"". The voice recognition is very impressive. It is stylish and fun. I have no regrets with this purchase. It is great for technically changes people. Ask it to play a song or a movie and it responds instantly. If you have an elderly loved one, this would be a great gift. Once connected to wifi, it is very simple to use.  If you want unlimited music control, be sure to have amazon prime or premium spotify and you will be blown away with your personal dj! You can even have conversations with the echo. I am not embarrassed to say, that echo has made me laugh a couple times when I ask it to tell me a joke. It tells me where my packages are since I am an amazon prime addict, it comes in extremely  handy!",1,i am pleasantly surprised by the sound quality of the echo if you are a big fan of deep bass this might not be sufficient for you though the potential to control your home is an option i will explore more as i evolve my home into a smart home the voice recognition is very impressive it is stylish and fun i have no regrets with this purchase it is great for technically changes people ask it to play a song or a movie and it responds instantly if you have an elderly loved one this would be a great gift once connected to wifi it is very simple to use  if you want unlimited music control be sure to have amazon prime or premium spotify and you will be blown away with your personal dj you can even have conversations with the echo i am not embarrassed to say that echo has made me laugh a couple times when i ask it to tell me a joke it tells me where my packages are since i am an amazon prime addict it comes in extremely  handy,0.9929,Positive,1
5,29-Jul-18,Heather Gray Fabric ,Easy to setup. Love all the things she does.,1,easy to setup love all the things she does,0.7964,Positive,1
5,29-Jul-18,Heather Gray Fabric ,Have Alexa throughout the house----the future has arrived!,1,have alexa throughout the housethe future has arrived,0.0,Neutral,2
5,29-Jul-18,Charcoal Fabric ,"I already have an Alexa and with Amazon find today I could not resist getting an echo also. It is the best thing I ever did, I use them on each side of the house! And couldn't be happier!",1,i already have an alexa and with amazon find today i could not resist getting an echo also it is the best thing i ever did i use them on each side of the house and couldnt be happier,0.4809,Positive,1
5,29-Jul-18,Sandstone Fabric ,Arrived as expected.,1,arrived as expected,0.0,Neutral,2
5,29-Jul-18,Charcoal Fabric ,"Bought this a few weeks ago -  everything about this product is excellent !!!!! Don't forget to buy a charger when ordering, it's a must have to take outside by the pool and not have to worry about hiring an electrician to put in outlets all over the yard.",1,bought this a few weeks ago   everything about this product is excellent  dont forget to buy a charger when ordering its a must have to take outside by the pool and not have to worry about hiring an electrician to put in outlets all over the yard,0.7765,Positive,1
4,29-Jul-18,Charcoal Fabric ,Terrific,1,terrific,0.4767,Positive,1
5,29-Jul-18,Oak Finish ,Love my Echo,1,love my echo,0.6369,Positive,1
5,29-Jul-18,Charcoal Fabric ,It’s smaller than the original. Looks nicer too.,1,its smaller than the original looks nicer too,0.6369,Positive,1
5,29-Jul-18,Heather Gray Fabric ,Works great!,1,works great,0.6249,Positive,1
5,29-Jul-18,Charcoal Fabric ,"My husband and I are what I would call &#34;late adopters&#34; when it come to technology, but we decide we would try and Echo to serve primarily as a music source.  Wow, were we amazed and the great sound!  We've also been having a great time listening to all of our favorite songs buy just asking Alexa.  I may even buy one for my elderly Dad - I think he will enjoy having one to listen to music or even place his calls to us!",1,my husband and i are what i would call late adopters when it come to technology but we decide we would try and echo to serve primarily as a music source  wow were we amazed and the great sound  weve also been having a great time listening to all of our favorite songs buy just asking alexa  i may even buy one for my elderly dad  i think he will enjoy having one to listen to music or even place his calls to us,0.9862,Positive,1
5,29-Jul-18,Charcoal Fabric ,"I really have enjoyed it.  Changing the Directv channels, plays iHeartRadio and Pandora , adjusts the ac thermostat and turns the living room lights and outside lights.",1,i really have enjoyed it  changing the directv channels plays iheartradio and pandora  adjusts the ac thermostat and turns the living room lights and outside lights,0.6786,Positive,1
5,29-Jul-18,Charcoal Fabric ,I have been wanting one of these for a while now.  Bought on Prime Day and absolutely love it.,1,i have been wanting one of these for a while now  bought on prime day and absolutely love it,0.6697,Positive,1
5,29-Jul-18,Charcoal Fabric ,We are so glad that we got the Echo over a Bluetooth speaker. Alexa does so much more stuff than other non smart speakers out there. I personally love the timer feature. It has helped me with cooking multiple things simultaneously. Pandora integration is another feature that I use daily. So happy with out Prime Day purchase. I will get the Echo hub and a few more Echo dots in the future.,1,we are so glad that we got the echo over a bluetooth speaker alexa does so much more stuff than other non smart speakers out there i personally love the timer feature it has helped me with cooking multiple things simultaneously pandora integration is another feature that i use daily so happy with out prime day purchase i will get the echo hub and a few more echo dots in the future,0.9478,Positive,1
5,29-Jul-18,Charcoal Fabric ,See subject line.  Love it,1,see subject line  love it,0.6369,Positive,1
5,29-Jul-18,Heather Gray Fabric ,Love it!,1,love it,0.6369,Positive,1
5,29-Jul-18,Heather Gray Fabric ,Very easy setup.,1,very easy setup,0.4927,Positive,1
5,29-Jul-18,Heather Gray Fabric ,"I was hesitant to buy the echo because I have the echo Dot and it seems good enough. The echo is the same except the sound quality, which I really didn't feel I needed. However, I am so glad I got it. What a difference! The sound really is far superior to the Echo Dot! Now I can listen to The Greatest Showman with a little more power!",1,i was hesitant to buy the echo because i have the echo dot and it seems good enough the echo is the same except the sound quality which i really didnt feel i needed however i am so glad i got it what a difference the sound really is far superior to the echo dot now i can listen to the greatest showman with a little more power,0.9291,Positive,1
5,29-Jul-18,Sandstone Fabric ,Sound quality is great. Still learning about all the different things I can do with it. FUN!!!,1,sound quality is great still learning about all the different things i can do with it fun,0.8126,Positive,1
5,29-Jul-18,Charcoal Fabric ,Got a good deal and works great with Prime.  Setup was a bit of a pain but more the fault of crappy internet service.  Has worked great with nice sound from small speaker.,1,got a good deal and works great with prime  setup was a bit of a pain but more the fault of crappy internet service  has worked great with nice sound from small speaker,0.4277,Positive,1
5,29-Jul-18,Charcoal Fabric ,I love it!!,1,i love it,0.6369,Positive,1
5,29-Jul-18,Charcoal Fabric ,Works great! Perfect for my office!,1,works great perfect for my office,0.8316,Positive,1
5,29-Jul-18,Heather Gray Fabric ,Love it--- have one inside house and one by our pool now . Just as good as Bose speakers around house -,1,love it have one inside house and one by our pool now  just as good as bose speakers around house ,0.7964,Positive,1
5,29-Jul-18,Sandstone Fabric ,easy to use--amazing,1,easy to useamazing,0.4404,Positive,1
5,29-Jul-18,Charcoal Fabric ,Nice product A+,1,nice product a,0.4215,Positive,1
5,29-Jul-18,Charcoal Fabric ,We love our Echo! We were totally amazed at the speaker quality. Only bummed we didn’t buy two since we got it on Prime day!,1,we love our echo we were totally amazed at the speaker quality only bummed we didnt buy two since we got it on prime day,0.8268,Positive,1
5,29-Jul-18,Sandstone Fabric ,Very responsive. Great sound quality for its size.,1,very responsive great sound quality for its size,0.8004,Positive,1
5,29-Jul-18,Charcoal Fabric ,It's so efficient and amazing!  How COOL!  We all use it often every day...,1,its so efficient and amazing  how cool  we all use it often every day,0.8576,Positive,1
4,29-Jul-18,Charcoal Fabric ,"I’m impressed with the quality of sound that the Echo has, it’s definitely comparable to my Bose Mini. I only gave 4 stars because I can’t use my Apple Music account.",1,im impressed with the quality of sound that the echo has its definitely comparable to my bose mini i only gave  stars because i cant use my apple music account,0.7003,Positive,1
5,29-Jul-18,Charcoal Fabric ,Technology in such a small device. The price was good too! The sound is amazing! A must have feature for any home!,1,technology in such a small device the price was good too the sound is amazing a must have feature for any home,0.7717,Positive,1
5,29-Jul-18,Charcoal Fabric ,Mainly use it for the music but I’m learning more all the time.  Really nothing bad to say about it,1,mainly use it for the music but im learning more all the time  really nothing bad to say about it,0.6361,Positive,1
5,29-Jul-18,Charcoal Fabric ,"I replaced my 1st gen, was concerned about a smaller unit not having the same sound...I was wrong.  If anything it's the same volume, and more clear.  Good product.",1,i replaced my st gen was concerned about a smaller unit not having the same soundi was wrong  if anything its the same volume and more clear  good product,0.4536,Positive,1
5,29-Jul-18,Charcoal Fabric ,Great addition to my Echo Plus!,1,great addition to my echo plus,0.6249,Positive,1
5,29-Jul-18,Charcoal Fabric ,the best,1,the best,0.6369,Positive,1
5,29-Jul-18,Heather Gray Fabric ,Love the feature to play music in every room with multiple Echos.,1,love the feature to play music in every room with multiple echos,0.765,Positive,1
5,29-Jul-18,Heather Gray Fabric ,I love Alexa!  I am surprised how much I use her.,1,i love alexa  i am surprised how much i use her,0.7269,Positive,1
5,29-Jul-18,Charcoal Fabric ,I use this product for enjoyment and I just love it,1,i use this product for enjoyment and i just love it,0.8316,Positive,1
5,29-Jul-18,Sandstone Fabric ,Easy to use and has great sound...It was a great purchase at a great price.,1,easy to use and has great soundit was a great purchase at a great price,0.9451,Positive,1
5,29-Jul-18,Charcoal Fabric ,Very easy to set up and have no issues.,1,very easy to set up and have no issues,0.2484,Positive,1
5,29-Jul-18,Charcoal Fabric ,This unit add much pleasure to our Echo Plus.  We now can have music and information through our home. (or just in one room),1,this unit add much pleasure to our echo plus  we now can have music and information through our home or just in one room,0.5719,Positive,1
4,29-Jul-18,Heather Gray Fabric ,It's extremely useful in simple things like spotify and audible and things like that but sometimes it doesn't answer everything I ask but it's still nice to use.,1,its extremely useful in simple things like spotify and audible and things like that but sometimes it doesnt answer everything i ask but its still nice to use,0.8072,Positive,1
2,29-Jul-18,Charcoal Fabric ,Too difficult to set up.  It keeps timing out before you can enter the password,0,too difficult to set up  it keeps timing out before you can enter the password,-0.3612,Negative,0
5,29-Jul-18,Charcoal Fabric ,"Just getting use to using the Echo. Used it for shopping lists, listening to music and as a timer. Working great so far.",1,just getting use to using the echo used it for shopping lists listening to music and as a timer working great so far,0.6249,Positive,1
5,29-Jul-18,Heather Gray Fabric ,Very cool and lots of fun! Used for a week and still learning its capabilities.,1,very cool and lots of fun used for a week and still learning its capabilities,0.7089,Positive,1
5,29-Jul-18,Heather Gray Fabric ,"Love it, love it!!!!!!!!",1,love it love it,0.8555,Positive,1
5,29-Jul-18,Heather Gray Fabric ,Love it but having a hard time setting up all the apps,1,love it but having a hard time setting up all the apps,0.25,Positive,1
5,29-Jul-18,Charcoal Fabric ,I use it in my office and another at my apartment for music and information,1,i use it in my office and another at my apartment for music and information,0.0,Neutral,2
4,29-Jul-18,Sandstone Fabric ,"it's great for music, a little hard to figure out how it works.",1,its great for music a little hard to figure out how it works,0.6115,Positive,1
5,29-Jul-18,Charcoal Fabric ,"This was given to my 7 year at the time as a birthday gift from his dad. He loves it, ask Alexa anything she has the answer, plus it’s good for homework. So I purchased one on prime day for my bathroom for when I’m getting ready for work. I listen to music at 4am and the base it’s metro booming.. Replacement for my clock radio, plus I have the echo dot on my night stand as my alarm clock..",1,this was given to my  year at the time as a birthday gift from his dad he loves it ask alexa anything she has the answer plus its good for homework so i purchased one on prime day for my bathroom for when im getting ready for work i listen to music at am and the base its metro booming replacement for my clock radio plus i have the echo dot on my night stand as my alarm clock,0.8625,Positive,1
5,29-Jul-18,Sandstone Fabric ,"Very impressed with look, clarity of sound and color.",1,very impressed with look clarity of sound and color,0.7264,Positive,1
5,29-Jul-18,Charcoal Fabric ,Alexa is amazing! Great speaker.,1,alexa is amazing great speaker,0.836,Positive,1
5,29-Jul-18,Sandstone Fabric ,"Still getting used to Alexa, don't have her connected to our TV yet or other things right now use her for music and information, which she is great!!",1,still getting used to alexa dont have her connected to our tv yet or other things right now use her for music and information which she is great,0.6249,Positive,1
5,29-Jul-18,Charcoal Fabric ,"Works and sounds great! My house is barely 1100sf, and I have this sitting on my kitchen counter. I can hear it, and speak to it from any room. Lots of functionality still to discover.",1,works and sounds great my house is barely sf and i have this sitting on my kitchen counter i can hear it and speak to it from any room lots of functionality still to discover,0.6249,Positive,1
5,29-Jul-18,Charcoal Fabric ,"I have had pure fun with my echo.  Weather, jokes, news briefing, and music but still so much more to use it for.  A lot of fun for the money.",1,i have had pure fun with my echo  weather jokes news briefing and music but still so much more to use it for  a lot of fun for the money,0.7964,Positive,1
5,29-Jul-18,Charcoal Fabric ,Use this all the time and especially to communicate with kids throughout the home,1,use this all the time and especially to communicate with kids throughout the home,0.0,Neutral,2
5,29-Jul-18,Charcoal Fabric ,"Love it, still learning, makes a lot of things easier, like if you forget to turn a light off and your in another room all you do is ask Alexa to turn the light off.",1,love it still learning makes a lot of things easier like if you forget to turn a light off and your in another room all you do is ask alexa to turn the light off,0.8225,Positive,1
5,29-Jul-18,Heather Gray Fabric ,Bought this for my daughter when she turned 9.  She loves it!!  I especially like the calling feature since she doesn’t have a cell phone.  She loves playing music and dancing and with Amazon music she can play all her favorite songs ...... sometimes over and over and over again lol!,1,bought this for my daughter when she turned   she loves it  i especially like the calling feature since she doesnt have a cell phone  she loves playing music and dancing and with amazon music she can play all her favorite songs  sometimes over and over and over again lol,0.9633,Positive,1
5,29-Jul-18,Charcoal Fabric ,We got this as a wedding gift and haven’t discovered all of its features yet. Will update. Playing music is great though!,1,we got this as a wedding gift and havent discovered all of its features yet will update playing music is great though,0.8316,Positive,1
5,29-Jul-18,Charcoal Fabric ,I am impressed with the sound quality.,1,i am impressed with the sound quality,0.4767,Positive,1
5,29-Jul-18,Charcoal Fabric ,"Very pleased with my purchase of Echo Smart Speaker - love the fact that I can play music of different genre's whenever I want.Had some trouble at first with the WI FI, but it is now working.",1,very pleased with my purchase of echo smart speaker  love the fact that i can play music of different genres whenever i wanthad some trouble at first with the wi fi but it is now working,0.6593,Positive,1
5,29-Jul-18,Charcoal Fabric ,"My  wife & I enjoy the ease of playing our music. The games are fun & entertaining, I look forward to adding more smart products to my home.",1,my  wife  i enjoy the ease of playing our music the games are fun  entertaining i look forward to adding more smart products to my home,0.9402,Positive,1
5,29-Jul-18,Sandstone Fabric ,"This is my second Echo and I love how it helps me in the kitchen. I can set timers, listen to the news, prepare grocery lists, and get great music.",1,this is my second echo and i love how it helps me in the kitchen i can set timers listen to the news prepare grocery lists and get great music,0.8979,Positive,1
4,29-Jul-18,Sandstone Fabric ,The sound quality is good just wish alexa could answer more questions,1,the sound quality is good just wish alexa could answer more questions,0.6808,Positive,1
5,29-Jul-18,Heather Gray Fabric ,"This is my second Echo, I have the Dot but the speaker is weak so I purchased this and for listening to music the speaker is great.",1,this is my second echo i have the dot but the speaker is weak so i purchased this and for listening to music the speaker is great,0.4215,Positive,1
5,29-Jul-18,Charcoal Fabric ,great sound,1,great sound,0.6249,Positive,1
5,29-Jul-18,Heather Gray Fabric ,Great,1,great,0.6249,Positive,1
4,29-Jul-18,Charcoal Fabric ,We really only use this as a speaker to stream music. We’ve had it 7 months and it’s just kinda useless.,1,we really only use this as a speaker to stream music weve had it  months and its just kinda useless,-0.3626,Negative,0
5,29-Jul-18,Heather Gray Fabric ,"Once set up very user friendly. Set-up wasn't as user friendly as I'd hoped.. The alexa app should be able to download to a pc without installing [invasive ] drivers. My wife and I are both retired and she wouldn't have been able to install Alexa, but if my son wasn't supplying her with a smart phone we wouldn't be using Alexa yet.",1,once set up very user friendly setup wasnt as user friendly as id hoped the alexa app should be able to download to a pc without installing invasive  drivers my wife and i are both retired and she wouldnt have been able to install alexa but if my son wasnt supplying her with a smart phone we wouldnt be using alexa yet,0.698,Positive,1
5,29-Jul-18,Charcoal Fabric ,Very easy set up. Really enjoying it,1,very easy set up really enjoying it,0.7837,Positive,1
3,29-Jul-18,Heather Gray Fabric ,"The echo doesn’t come with a built in battery so it has to be plugged in at all times to use it, makes it quite inconvenient.",1,the echo doesnt come with a built in battery so it has to be plugged in at all times to use it makes it quite inconvenient,-0.4005,Negative,0
5,29-Jul-18,Charcoal Fabric ,more compact and a bit better than the original,1,more compact and a bit better than the original,0.6369,Positive,1
5,29-Jul-18,Charcoal Fabric ,I love it pretty cool.,1,i love it pretty cool,0.8658,Positive,1
5,29-Jul-18,Charcoal Fabric ,I having it in my living room. Music sounds really good in my living room . I can hear it upstairs.,1,i having it in my living room music sounds really good in my living room  i can hear it upstairs,0.4927,Positive,1
5,29-Jul-18,Heather Gray Fabric ,This is a great product!  Set up was easy.  Sound is wonderful.,1,this is a great product  set up was easy  sound is wonderful,0.8934,Positive,1
4,28-Jul-18,Charcoal Fabric ,"So far I like it.  I bought it just for some music though, and it sounds pretty good.",1,so far i like it  i bought it just for some music though and it sounds pretty good,0.8344,Positive,1
5,28-Jul-18,Charcoal Fabric ,Love it,1,love it,0.6369,Positive,1
5,28-Jul-18,Charcoal Fabric ,Love it.,1,love it,0.6369,Positive,1
5,28-Jul-18,Charcoal Fabric ,Glad I bought this.,1,glad i bought this,0.4588,Positive,1
5,28-Jul-18,Heather Gray Fabric ,"Like, all types of fun,music, and more",1,like all types of funmusic and more,0.3612,Positive,1
5,28-Jul-18,Heather Gray Fabric ,I like the volume up and down on the top so I can turn it down quickly.,1,i like the volume up and down on the top so i can turn it down quickly,0.5106,Positive,1
3,28-Jul-18,Charcoal Fabric ,Beyond my capabilities to program. Grandkids lve it,1,beyond my capabilities to program grandkids lve it,0.0,Neutral,2
5,28-Jul-18,Heather Gray Fabric ,"I love my new echo.  It gives me hours of music and help with other things.It was difficult for me to set it up,  I had to have help from a Tekkie",1,i love my new echo  it gives me hours of music and help with other thingsit was difficult for me to set it up  i had to have help from a tekkie,0.7964,Positive,1
5,28-Jul-18,Charcoal Fabric ,Almost as good as my Bose. Love the whole house music.,1,almost as good as my bose love the whole house music,0.7796,Positive,1
1,28-Jul-18,Charcoal Fabric ,Alexa hardly came on..,0,alexa hardly came on,0.0,Neutral,2
5,28-Jul-18,Charcoal Fabric ,"Easy setup using the app, which was also easy to install on my phone.  The sound quality while for listening to music on Pandora is wonderful!!",1,easy setup using the app which was also easy to install on my phone  the sound quality while for listening to music on pandora is wonderful,0.8591,Positive,1
5,28-Jul-18,Charcoal Fabric ,"I’m still learning how to use the Echo, but so far I love it!",1,im still learning how to use the echo but so far i love it,0.8018,Positive,1
4,28-Jul-18,Charcoal Fabric ,Works awesome!,1,works awesome,0.6249,Positive,1
5,28-Jul-18,Charcoal Fabric ,Works great.,1,works great,0.6249,Positive,1
5,28-Jul-18,Charcoal Fabric ,From such a small speaker it sounds great,1,from such a small speaker it sounds great,0.6249,Positive,1
5,28-Jul-18,Charcoal Fabric ,Great sound for the size and the prize!! And of course....Alexa!,1,great sound for the size and the prize and of coursealexa,0.8126,Positive,1
5,28-Jul-18,Charcoal Fabric ,if you don't have an Echo you definitely need one,1,if you dont have an echo you definitely need one,0.4019,Positive,1
5,28-Jul-18,Charcoal Fabric ,Great device.  Seems to work better than the 1st generation!,1,great device  seems to work better than the st generation,0.7906,Positive,1
1,31-Jul-18,Black,Item no longer works after just 5 months of use. Will not connect to wifi and unresponsive to reset requests.,0,item no longer works after just  months of use will not connect to wifi and unresponsive to reset requests,-0.296,Negative,0
5,30-Jul-18,Black,I love the Echo Dot. So easy. So fun. I get to drop in on my Grandaughter who lives about 2000 miles away. Sounds like she is right next to me.,1,i love the echo dot so easy so fun i get to drop in on my grandaughter who lives about  miles away sounds like she is right next to me,0.9314,Positive,1
5,30-Jul-18,Black,Works great no different than the new ones,1,works great no different than the new ones,0.4404,Positive,1
5,30-Jul-18,Black,This one's going in the kitchen for timer/music duty.,1,this ones going in the kitchen for timermusic duty,0.0,Neutral,2
4,30-Jul-18,White,"Love it but the volume could definitely use a boost. If it had better built in speaker's, would definitively be a 5 star. They thought ahead and put  an audio auxiliary input, so I bought a dedicated speaker for the Echo. Proved to be best way to go.",1,love it but the volume could definitely use a boost if it had better built in speakers would definitively be a  star they thought ahead and put  an audio auxiliary input so i bought a dedicated speaker for the echo proved to be best way to go,0.976,Positive,1
4,30-Jul-18,Black,Works just fine.,1,works just fine,0.2023,Positive,1
5,30-Jul-18,Black,Works great! Looks brand new! Love my new echo dot. I will be getting them for all the main rooms in the house.,1,works great looks brand new love my new echo dot i will be getting them for all the main rooms in the house,0.8519,Positive,1
4,30-Jul-18,Black,"For a refurbished item.. It works like its new... Which I love... Easy set up,  which I love. The only issue is the volume,  if you are listening while relaxing its fine,  but if you are expecting to do anything else,  I recommend  purchasing a speaker.",1,for a refurbished item it works like its new which i love easy set up  which i love the only issue is the volume  if you are listening while relaxing its fine  but if you are expecting to do anything else  i recommend  purchasing a speaker,0.9127,Positive,1
5,29-Jul-18,Black,But not very loud,1,but not very loud,0.0,Neutral,2
